date,description,link
"2/1956","Kansainvälistä yksityisoikeutta käsittelevän Haagin konferenssin perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560002"
"1/1956","Yhdistyneiden Kansakuntien peruskirja ja Kansainvälisen Tuomioistuimen perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1956/19560001"
"35/1955","Kansainvälinen sopimus tavaranäytteiden ja mainosaineiston maahantuonnin helpottamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1955/19550035"
"20/1955","Sopimus Saksan ulkomaisista veloista","https://www.finlex.fi/fi/sopimukset/sopsviite/1955/19550020"
"18/1955","Yleissopimus yhdenmukaisesta aluksenmittausjärjestelmästä","https://www.finlex.fi/fi/sopimukset/sopsviite/1955/19550018"
"7/1955","Genevessä tehdyt sopimukset maasotavoimiin kuuluvien haavoittuneiden ja sairaiden aseman parantamisesta, merisotavoimiin kuuluvien haavoittuneiden, sairaiden ja haaksirikkoutuneiden aseman parantamisesta, sotavankien kohtelusta sekä siviilihenkilöiden suojelemisesta sodan aikana","https://www.finlex.fi/fi/sopimukset/sopsviite/1955/19550007"
"17/1954","Pöytäkirja Suomen, Norjan, Ruotsin ja Tanskan kansalaisten vapauttamisesta velvollisuudesta omata passi sekä oleskelulupa muussa Pohjoismaassa kuin kotimaassa oleskellessaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1954/19540017"
"23/1953","Yleissopimus ilma-alusten takavarikkoa koskevien eräiden säännösten yhdenmukaistamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1953/19530023"
"10/1953","Suomen, Norjan ja Sosialististen neuvostotasavaltain liiton välinen pöytäkirja Suomen, Norjan ja Neuvostoliiton valtakunnanrajojen yhtymäkohtaan asetetun Muotkavaaran (Krokfjellet) rajamerkin hoitamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1953/19530010"
"32/1951","Sopimus, joka koskee järjestäytymisoikeuden ja kollektiivisen neuvotteluoikeuden periaatteiden soveltamista (no 98)","https://www.finlex.fi/fi/sopimukset/sopsviite/1951/19510032"
"30/1951","Sopimus, joka koskee työlausekkeita välikirjoissa, joissa julkinen viranomainen on sopimuspuolena (no 94)","https://www.finlex.fi/fi/sopimukset/sopsviite/1951/19510030"
"29/1951","Yleissopimus (no 92) laivaväen asunnoista aluksessa","https://www.finlex.fi/fi/sopimukset/sopsviite/1951/19510029"
"8/1950","Maailman ilmatieteellistä järjestöä koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1950/19500008"
"1/1950","Pöytäkirja sellaisten lääkeaineiden kansainväliseen valvontaan saattamisesta, joita huumausaineiden valmistuksen rajoittamista ja kaupan säännöstelemistä tarkoittava, 13 päivänä heinäkuuta 1931 tehty, Lake Successissa 11 päivänä joulukuuta 1946 allekirjoitetulla pöytäkirjalla muutettu yleissopimus ei koske","https://www.finlex.fi/fi/sopimukset/sopsviite/1950/19500001"
"45/1949","Sopimus, joka koskee ammatillista järjestäytymisvapautta ja ammatillisen järjestäytymisoikeuden suojelua (no 87)","https://www.finlex.fi/fi/sopimukset/sopsviite/1949/19490045"
"44/1949","Sopimus,joka koskee ammattientarkastusta teollisuudessa ja kaupassa (no 81)","https://www.finlex.fi/fi/sopimukset/sopsviite/1949/19490044"
"42/1949","Sopimus, joka koskee työssä sattuneiden tapaturmien korvaamista (no 17)","https://www.finlex.fi/fi/sopimukset/sopsviite/1949/19490042"
"41/1949","Sopimus, joka koskee korvauksen suorittamista maataloustyössä sattuneiden tapaturmien johdosta (no 12)","https://www.finlex.fi/fi/sopimukset/sopsviite/1949/19490041"
"11/1949","Kansainvälisen siviili-ilmailun yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1949/19490011"
"26/1948","Maailman terveysjärjestön perussääntö sekä siihen liittyvä sopimus ja pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1948/19480026"
"8/1948","Yhdistyneiden Kansakuntien elintarvike- ja maatalousjärjestön perussääntö","https://www.finlex.fi/fi/sopimukset/sopsviite/1948/19480008"
"2/1948","Kansainvälistä Valuuttarahastoa koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1948/19480002"
"2/1948","Kansainvälistä Jälleenrakennuspankkia koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1948/19480002002"
"19/1947","Suomen rauhansopimus (Pariisin)","https://www.finlex.fi/fi/sopimukset/sopsviite/1947/19470019"
"14/1947","Sopimus niiden teollisoikeuksien voimassa pysyttämisestä tai ennalleenpalauttamisesta, joita toisen maailmansodan vaikutukset ovat kohdanneet","https://www.finlex.fi/fi/sopimukset/sopsviite/1947/19470014"
"6/1947","Sopimusehdotus (n:o 62), joka koskee turvallisuusmääräyksiä rakennusteollisuudessa","https://www.finlex.fi/fi/sopimukset/sopsviite/1947/19470006"
"13/1946","Kansainvälisen maatalousinstituutin lakkauttamisesta sekä sen tehtävien siirtämisestä Yhdistyneiden Kansakuntien elintarvike- ja maatalousjärjestölle tehty pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1946/19460013"
"1/1939","Kansainvälinen sopimus radiolähetysten käytöstä rauhan hyväksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1939/19390001"
"39/1938","Sodan vastustamista tarkoittava hyökkäämättömyys- ja sovittelumenettelysopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1938/19380039"
"31/1938","Historianopetusta (koulukirjojen tarkistusta) koskeva julkilausuma","https://www.finlex.fi/fi/sopimukset/sopsviite/1938/19380031"
"30/1938","Taloustilastoja koskeva kansainvälinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1938/19380030"
"20/1938","Ns. Oslo-valtioiden kesken tehty selityskirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1938/19380020"
"17/1938","Suomen, Tanskan, Islannin, Norjan ja Ruotsin välinen selitys yhdenmukaisista puolueettomuusmääräyksistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1938/19380017"
"35/1937","Kansainvälisiä näyttelyjä koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1937/19370035"
"26/1937","Sopimus eräiden kansainvälistä ilmakuljetusta koskevien sääntöjen yhtäläistyttämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1937/19370026"
"18/1937","Sukellusveneiden toimintaa sodan aikana koskevat kansainväliset säännökset","https://www.finlex.fi/fi/sopimukset/sopsviite/1937/19370018"
"10/1937","Sopimus rautatieliikenteen kansainvälisestä järjestelystä","https://www.finlex.fi/fi/sopimukset/sopsviite/1937/19370010"
"1/1937","Yleissopimus täysi-ikäisten naisten kaupan vastustamiseksi","https://www.finlex.fi/fi/sopimukset/sopsviite/1937/19370001"
"49/1936","Huumausaineiden valmistuksen rajoittamista ja kaupan säännöstämistä tarkoittava yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1936/19360049"
"47/1936","Väärän rahan valmistamisen vastustamiseksi tehty yleissopimus ja siihen liittyvä pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1936/19360047"
"39/1936","Merenkulkusignaaleja koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1936/19360039"
"16/1936","Valaanpyynnin säännöstelystä tehty kansainvälinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1936/19360016"
"44/1935","Sopimusehdotus (n:o 29), joka koskee pakollista työtä","https://www.finlex.fi/fi/sopimukset/sopsviite/1935/19350044"
"41/1935","Juustonäytteiden ottomenetelmien ja juustojen analyysin yhdenmukaistamisesta tehty yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1935/19350041"
"20/1935","Suomen, Islannin, Norjan, Ruotsin ja Tanskan välinen perintöä, testamenttia ja pesänselvitystä koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1935/19350020"
"34/1934","Suomen, Tanskan, Islannin, Norjan ja Ruotsin välinen konkurssia koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1934/19340034"
"29/1934","Sopimus asemapaikoiltaan poissa olevista miehitetyistä majakkalaivoista","https://www.finlex.fi/fi/sopimukset/sopsviite/1934/19340029"
"4/1934","Sopimus hyökkäyskäsitteen määrittelemisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1934/19340004"
"36/1933","Sopimus eräiden vekseleitä koskevien lainsäädäntöristiriitojen säännöstelemisestä ja pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330036009"
"36/1933","Sopimus yhtäläisestä vekselilaista ja pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330036010"
"36/1933","Sopimus vekselileimaveroa koskevasta lainsäädännöstä","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330036050"
"33/1933","Sopimus yhtäläisestä shekkilaista","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330033008"
"33/1933","Sopimus eräiden shekkejä koskevien lainsäädäntöristiriitojen säännöstelemisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330033049"
"29/1933","Sopimus shekkileimaveroa koskevasta lainsäädännöstä","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330029"
"27/1933","Taloudellista lähentymistä tarkoittava sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1933/19330027"
"21/1932","Sopimus Kansainvälisen avustusliiton perustamisesta ja sen perussäännöt","https://www.finlex.fi/fi/sopimukset/sopsviite/1932/19320021"
"7/1932","Sopimusehdotus (n:o 27), joka koskee aluksilla kuljetettavien raskaiden kollien painon merkitsemistä","https://www.finlex.fi/fi/sopimukset/sopsviite/1932/19320007"
"20/1931","Avioliittoa, lapseksiottamista ja holhousta koskevia kansainvälis-yksityisoikeudellisia määräyksiä sisältävä Suomen, Islannin, Norjan, Ruotsin ja Tanskan kesken tehty sopimus sekä siihen liittyvät loppupöytäkirja ja Suomen ja Tanskan välinen 9 päivänä kesäkuuta 1931 käyty noottienvaihto","https://www.finlex.fi/fi/sopimukset/sopsviite/1931/19310020"
"12/1931","Ulkomaisten välitystuomioiden täytäntöönpanoa koskeva yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1931/19310012"
"5/1930","Yleissopimuskirja, joka sisältää säännöksiä sovittelusta sekä riitojen oikeudellisesta ja välitysoikeudellisesta ratkaisusta","https://www.finlex.fi/fi/sopimukset/sopsviite/1930/19300005"
"1/1930","Sopimus läpikulkukortin järjestämisestä siirtolaisille","https://www.finlex.fi/fi/sopimukset/sopsviite/1930/19300001"
"34/1929","Vuotien ja nahkojen maastavientiä koskeva kansainvälinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1929/19290034"
"25/1929","Sodan hylkäämistä kansallisen politiikan välikappaleena tarkoittava yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1929/19290025"
"23/1929","Pöytäkirja joka koskee tukehduttavien, myrkyllisten tai muiden samankaltaisten kaasujen sekä bakteriologisten keinojen käytön kieltoa sodassa","https://www.finlex.fi/fi/sopimukset/sopsviite/1929/19290023"
"9/1929","Ehdotus sopimukseksi (n:o 13) joka koskee lyijyvalkoisen käyttämistä maalaustöissä","https://www.finlex.fi/fi/sopimukset/sopsviite/1929/19290009"
"27/1928","Kansainvälinen opiumsopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1928/19280027"
"17/1928","Kansainvälinen sopimus tullimuodollisuuksien yksinkertaistamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1928/19280017"
"6/1928","Bernin yleissopimus kirjallisten ja taiteellisten teosten suojaamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1928/19280006"
"27/1927","Orjuutta koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270027"
"20/1927","Ehdotus sopimukseksi (n:o 18) ammattitautien johdosta annettavista korvauksista","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270020"
"19/1927","Ehdotus sopimukseksi (n:o 19), joka koskee tasa-arvoisuuden noudattamista oman maan ja vieraan maan työntekijöiden suhteen, mitä tulee työssä sattuneiden tapaturmien johdosta annettavaan korvaukseen","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270019"
"13/1927","Epäsiveellisten julkaisujen levittämisen ja kaupaksipitämisen ehkäisemistä tarkoittava kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270013"
"3/1927","Kansainvälinen yleissopimus, jonka tarkoituksena on taata naisille ja alaikäisille tytöille tehokasta turvaa ´valkoiseksi orjakaupaksi´ kutsuttua rikollista ammattia vastaan","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270003"
"3/1927","Valkoisen orjakaupan ehkäisemistä tarkoittava kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270003002"
"3/1927","Naisten ja lasten kaupan ehkäisemistä tarkoittava kansainvälinen yleissopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1927/19270003003"
"16/1926","Sopimus alusten merikelpoisuudesta ja varustuksesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1926/19260016"
"15/1926","Sopimus veneeristen tautien hoidon helpottamisesta kauppalaivoilla palveleville merimiehille","https://www.finlex.fi/fi/sopimukset/sopsviite/1926/19260015"
"15/1925","Huippuvuoria koskeva kansainvälinen sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1925/19250015"
"3/1925","Kansainvälinen sopimus kansainvälisen, tarttuvien kotieläintautien toimiston perustamisesta Pariisiin","https://www.finlex.fi/fi/sopimukset/sopsviite/1925/19250003"
"27/1924","Välitysehtoja koskeva pöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1924/19240027"
"11/1924","Haagin toisessa rauhankonferenssissa tehdyt sopimukset","https://www.finlex.fi/fi/sopimukset/sopsviite/1924/19240011"
"22/1923","Kansainvälinen sopimus alusten yhteentörmäystä koskevain erinäisten määräysten yhdenmukaistuttamisesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230022"
"16/1923","Sopimus epäsiveellisten julkaisujen leviämisen ehkäisemisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230016"
"14/1923","Ehdotus sopimukseksi (n:o 14), joka koskee viikkolevon sovelluttamista teollisuusyrityksissä","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230014"
"13/1923","Ehdotus sopimukseksi (n:o 11), joka koskee maataloustyöntekijäin yhdistymis- ja kokoontumisvapautta","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230013"
"12/1923","Sopimus ja säännöt kauttakulkuvapaudesta","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230012002"
"12/1923","Selityskirja omaa merenrantaa vailla olevien valtioiden oikeudesta käyttää lippua","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230012003"
"12/1923","Sopimus kansainvälisesti tärkeistä vesiteistä ja säännöt niiden käyttämisestä sekä lisäpöytäkirja","https://www.finlex.fi/fi/sopimukset/sopsviite/1923/19230012004"
"19/1922","Kansainvälinen opiumsopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1922/19220019"
"1/1922","Ahvenanmaan saarten linnoittamattomuutta ja neutralisoimista koskeva sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1922/19220001"
"10/1921","Yleissopimus metrijärjestelmän kansainvälisestä yhtenäistämisestä ja täydentämisestä","https://www.finlex.fi/fi/sopimukset/sopsviite/1921/19210010"
"5/1921","Teollisuusomistusoikeuden suojelemista koskeva Pariisin sopimus","https://www.finlex.fi/fi/sopimukset/sopsviite/1921/19210005"
"4/1921","Kansainvälinen sopimus, jolla kielletään valkoisen (keltaisen) fosforin käyttäminen tulitikkujen valmistuksessa","https://www.finlex.fi/fi/sopimukset/sopsviite/1921/19210004"
"2/1921","Ehdotus työttömyyttä koskevaksi sopimukseksi (n:o 2)","https://www.finlex.fi/fi/sopimukset/sopsviite/1921/19210002"
"23/1920","Kansainvälistä työjärjestöä koskevat säännökset","https://www.finlex.fi/fi/sopimukset/sopsviite/1920/19200023"
